id,keyword,location,text,target
866,blaze,socialmedia@haag-streit-uk.com,"Did you know that Sir Arthur Conan Doyle, a #Surgeon trained in #ophthalmology, refers to John Weiss instr…",0
867,blaze,,Enough of Dhawan. Let's the young guns blaze,0
868,blaze,"Harlow, Essex","Did you know that Sir Arthur Conan Doyle, a #Surgeon trained in #ophthalmology, refers to John Weiss in… https://t.co/3K9hD5Gus0",0
869,blaze,"Louisiana, USA",blaze it,0
870,blaze,Hong Kong,君の中の英雄、マジで聞き覚えある部分多くてすき hacking to the gate、ETERNAL BLAZEとか混じってる感じ,0
871,blaze,"Nairobi, Kenya",Blaze is just a giant!,1
872,blaze,Sur mars,I’m on fire I’ve been a blaze https://t.co/T4fAkJiKl0,0
873,blaze,自由之島,200105 Golden Disc Awards 📸 carol_e555558 #BTSxGDA #JHOPE #RM 💐 https://t.co/Yj8VwEZu9D,0
874,blaze,自由之島,200105 Golden Disc Awards 📸 Brillante_Mon #BTSxGDA #RM #JHOPE 💐 https://t.co/mdgLuJyEqi,0
875,blaze,"Nairobi, Kenya",Mnasumbua Blaze Bure tu haha https://t.co/7W8x4CQomX,0
876,blaze,,Why are we not hiring every large water carrying aircraft in the world to help put out this mega blaze spanning Vic… https://t.co/dHqTlQRLHO,0
877,blaze,,"Amazing story by on air at the moment on the ‘mega blaze’ on the NSW/Victorian border. Next, lo…",0
878,blaze,Guam,Tbh I have no Idea what a Chamoru looks like. I've seen some of the whitest to some that are very dar… https://t.co/CyN87lV1Yg,0
879,blaze,Here to steal your jokes,can i blaze some chronic w u,0
880,blazing,Malaysia,i gotta carry 80 logbooks for 4 postings and i was like nevermind i can brace this bcs i is stronk. But shit pejaba… https://t.co/Zo3NOpjPrh,0
881,blazing,,"i'm alice. when i bleed my blood is not red, i bleed blue atoll. when i pee it's not just yellow, it's blazing yellow…",0
882,blazing,NO ART IS MINE,Yang simply chuckles a little as she stares at the flustered fusion. She found Kefla to be even cuter while being… https://t.co/ypgAO2RQLl,0
883,blazing,,Blazing #MayWardLoveForReal #PUSHAwardsMayWards,0
884,blazing,"England, United Kingdom",2017: l was in Blazing Squad 2018: Danny Dyers is my dad 2019 : Tyson Fury is my brother 2020: Lewis Capaldi is my ex #Lov…,0
885,blazing,,stars dont dissapear they keep blazing ✨ https://t.co/6g642Pn0bq,0
886,blazing,United States,"What 1,602 Miles Teaches about Guns – Blazing Cat Fur https://t.co/GjiTivvoPA",0
887,blazing,ᴀᴘᴏʟʟʏᴏɴ﹐ ᴄᴀᴛᴀsᴛʀᴏᴘʜᴇ.,"... another verse of oscillation. ⠀ ⠀ ⠀She was not strong enough, still. ⠀ ⠀ ⠀Swell of her water evanesced… https://t.co/ZpMpUQqtx4",0
888,blazing,NO ART IS MINE,"//Munny, if you need to vent, you can come to my DM's to do so",0
889,blazing,"Forlì, Emilia Romagna",🚨 Benchmark Update Alert 🚨 I didn't realize fastify-gql has graphql-jit off by default I just turned it on and it's blazing…,0
890,blazing,"Binga, Zimbabwe",Now I can see that the VIC is back. The TL gets blazing🔥🔥🔥 when you're around. Happy 2020 to you #Leadership!,0
891,blazing,Earth,Now I can see that the VIC is back. The TL gets blazing🔥🔥🔥 when you're around. Happy 2020 to you #Leadership!,0
892,blazing,London,Margaret Cavendish was an English philosopher and author born in 1623. She was the first woman to attend a meeting at t…,0
893,blazing,,"#KartikGoenka - a flame blazing up, a volcano ready to erupt, a man whose silence has been mistaken for weakness 🙌🏼 #MohsinK…",0
894,blazing,,"#KathNiel2020 will bring us Tanging Mahal. KathNiel, after their record-breaking movie THOU, will come back to primetime…",0
895,blazing,,"HPE Rapid Setup Software guides customers through system installation, setup and configuration for new servers… https://t.co/1hOySKy5Ar",0
896,blazing,,COME &amp; CHECKOUT THIS BLAZING WEBSITE FULL OF DIFFERENT GIRLS TWERKING FOR FREE!! #BOOTYTUBE #TWERKING https://t.co/aP5zsGX0MC,0
897,blazing,"mxtx, roubao, priest","""A bunch of flower within my heart blooms toward the blazing sun its fragrance is sweeter than any fine wine scarecrow drownin…",0
898,blazing,Santa Monica,"Boobs don't even matter ladies, it's what's under them, your lungs are important, cause we blazing mad kush over he… https://t.co/g0jiVSMKwd",0
899,blazing,,My shadow keeps on growing in this blazing light,0
900,blazing,,ObsNewRev: Motherwell: A Girlhood by Deborah Orr review – fitting legacy of a blazing talent https://t.co/sa2QOkkdv9,0
901,blazing,"Westmount, Québec",Congratulations on blazing a new trail! 👍 👍 👍 👍,0
902,blazing,Valm,"Blazing heat, unstable footing... These types of conditions stifle lesser men. But terrain is meaningless to me. St… https://t.co/2E0Nx0MEaz",0
903,blazing,"Aberdeenshire, Scotland, Unite",“Our work for LGBT-inclusive education in Scotland is about ensuring that no generation of LGBT young people ever again fe…,0
904,blazing,South Africa,Pauli just got her advance payment from her handlers so she had to come out guns blazing. It is after all…,0
905,blazing,"Santa Monica, CA",Ok I just beat the Blazing Bull in Sekiro and all I could think of was Raging Bull,0
906,blazing,,All Cues Blazing! https://t.co/YutAVvjAKn,0
907,blazing,Alkebulan,"Nazo, sasitheni. Once you touch their Indian boy, they come to you gun blazing. But the cat will prevail.",0
908,blazing,United Kingdom,"""Blazing Virtue."" -2018 https://t.co/zUQjGMg47C",0
909,blazing,"norf landan mate, enfield",Blazing Saddles' at 45: The Movie That Couldn't Get Made Today https://t.co/Jmf8s1VZtJ #NewsandPolitics via,0
910,blazing,قلبها اللطيف💙💙.,"-Twinkle, twinkle, little star How I wonder what you are Up above the world so high Like a diamond in the sky🌟☁️.… https://t.co/wT8FJQHnme",0
911,blazing,"Williamsburg, VA","Madeline Kahn as Lili Von Shtupp in the outrageous comedy classic, Blazing Saddles (1974) Directed by Mel Brooks. ""Let's f…",0
912,blazing,"Calgary, Alberta",🚨Announcing #Bengals 2020 South squad WR group: Edwards- Underrated Johnson- Enormous Jennings- Aggressive Ai…,0
913,blazing,germany,my fear of public toilets has completely vanished. im the person absolutely ripping the train station toilet all guns blazing.,0
914,blazing,San Francisco,ONE WEEK to go! #qodebrisbane highlights incl: ✓ The future of #smartcities w/ Brisbane CDO ✓ Quantum comput…,0
915,blazing,Nancyezeoke@yahoo.com,Happy Birthday sir 🥳🥳 You are indeed a star in the Nursing community⭐️ Keep blazing high https://t.co/iajdTlSNZw,0
916,blazing,"Dundee, Scotland",Once again I am LOVING how diverse and body positive the cast of #LoveIsland2020 is! Once again #ITV bl… https://t.co/fLNdCHD3i3,0
917,blazing,,Eating ice cream underneath the blazing hot sun is just 🙆🏻💛,0
918,blazing,"London, UK",Here's an interview with me by of about my #comedy #horror #animation screening at …,0
919,blazing,On the case,"I shot one of two Colts I had aimed at him, the one in my left hand, before Trent could pull the trigger of his Remington…",0
920,blazing,"Barling, AR.","I shot one of two Colts I had aimed at him, the one in my left hand, before Trent could pull the trigger of his Rem… https://t.co/asYxjXnFd0",0
921,blazing,USA  🇺🇸,The list goes on..... All these folks have stable platforms to do the… https://t.co/9c0iCQ3vk7,0
922,blazing,"Barling, AR.","""I swear on my dear mother’s grave—well, I would do it, if she was in one—that I wasn’t goin’ to shoot you!” Trent… https://t.co/bFDJeol3pX",0
923,blazing,,hangyul will nae gaseumsoge blazing and then dip https://t.co/B4azPv6MMc,0
924,blazing,"Barling, AR.",Trent reached his right hand behind his back to retrieve a Remington .44 he had stashed away in the waistband of hi… https://t.co/2pMoHifXuQ,0
925,blazing,,Was a fair call before WC. Should have done it at the WC. Not now when Iyer has been in blazing form at 4.,0
926,blazing,"Barling, AR.","Steve “Roustabout” Colston didn’t like it when I sent his brother straight to Hell. Neither did Grant and Wesley, b… https://t.co/OWjEVEQ7hO",0
927,blazing,Enugu State,Blazing Green✅✅✅✅✅✅✅ Green Monday on telegram✅✅✅✅2/3 I can't thank you enough God because I know that you will do more💪💪💪💪 Th…,0
928,blazing,"Barling, AR.","Jennie looked at me, and said, “Bass, you need to do this. You need to go before Tecumseh kills again.” Get Bass Re… https://t.co/9dzgBTdopw",0
929,blazing,Earth,Excited to share our long-awaited Next.js + Notion statically-generated blog example with the same tech as https://t.co/HVcLCVUO…,0
930,blazing,"Barling, AR.","“I got me a deck of cards in my shirt pocket, if you boys want to play a drinkin’ game some folks call ‘Red and Bla… https://t.co/TynwgMrREf",0
931,blazing,"Paris, France",#NowPlaying Jimpster - The Blazing Water https://t.co/xeXu21nqXJ,0
932,blazing,"NAIROBI, KENYA",💃💃 Keep blazing T...,0
933,blazing,"Barling, AR.","Your Kindle need a few new Westerns in it? Fill the need with one my Westerns, like Bass Reeves: Blazing Fury, now… https://t.co/yAAHI8Mxfw",0
934,blazing,,"We named ""the life of phantom"", TSUKUSHI. It was a night with the red moon blazing beautifully./幻の命 #sekainoowari",0
935,blazing,Newcastle upon tyne,"What's with all these angry women going on #gmb with all guns blazing meaning you can't take them, or t… https://t.co/HurTUyXevU",0
936,blazing,United States,Into the Grizzly Maze 💯 https://t.co/UAoE62avnx Mobile Users https://t.co/gVhozmngN7 for blazing fast advertising… https://t.co/JSMGLJ6xl5,0
937,blazing,Republic of the Philippines,"When an eagle soars into the blazing sun, it is not just a show of strength but because he truly belongs at the top. You…",0
938,blazing,USA  🇺🇸,On Scorched Earth People 🔥: 👉Most of them have their own parallel platforms when they enter #ADOS as a movement🤔…,0
939,blazing,"Portland, OR",Blazing Saddles,0
940,blazing,sandbach cheshire,"Our OD team is certainly trail blazing. A fabulous team , doing great things. This will be someone’s dream job https:…",0
941,bleeding,,"Fun fact: he does a thumbs up when he short circuits to let people know he’s okay. Now, a head cannon were…",0
942,bleeding,"Plymouth, England","Why can’t you be truthful it’s not down you have put them in concentration camps and cages ,the wall has nothing to… https://t.co/DEtzSrFaZE",0
943,bleeding,shhh,bleeding,0
944,bleeding,luvcha ♡,hmm scratched my ear now its bleeding.,1
945,bleeding,Yorkshire,You make it sound as if the Vegan Society is providing certi…,0
946,bleeding,Liverpool,Would you know how to help a victim of knife crime? Download our new app to learn life-saving bleeding control technique…,0
947,bleeding,,Playing MHW with friends Friend: Jerky curse bleeding? Other friend: Yeah Me: I wish 👩🏻,0
948,bleeding,,"“Doctor, help me! I’ve been wounded and i’m bleeding to death! Please, stem the bleeding! Get me a bandage!” “Ah, but there…",0
949,bleeding,,The bleeding hearts and artists let him get away with murder. Let me hammer him today. - The Trial,0
950,bleeding,USA,I ask for prayer for my daughter please. I took her in thinking she had the flu and she is in intensive care with an a…,0
951,bleeding,"Riverside, CA",. has a chance to stop this bleeding at the debate tomorrow night. We will see if she does the right thing.,0
952,bleeding,Guantanamo Bay,Imagine supporting Biden Fucking Biden The little girl… https://t.co/kziJbCoZAL,0
953,bleeding,eating shit in hell right now,sometimes i want dio to fucking eviscerate me and then make sweet sweet love to my open festering wounds as I lay b… https://t.co/5hx5MXpDS8,0
954,bleeding,"Hillsboro, OR",President of United States makes our country a living f*king hell! I try stay positive about the election 2020! But her…,0
955,bleeding,,GHANAIAN WOMEN WOULD STAB YOU IN THE BACK THEN ASK YOU WHY YOU’RE BLEEDING.,0
956,bleeding,Ghana,"(((LIVE))) Cervical Cancer: Bleeding and pain after sex can be symptoms of disease- Dr Kwaku Asah -Opoku, Obstetric… https://t.co/bGG5MBhmph",0
957,bleeding,Spijkenisse,"Iran: Video Shows Woman Protester Shot, Bleeding on Street https://t.co/PRlGy7xIUp via",0
958,bleeding,,"stop ur bleeding but nothing ever stops, ur leaving",0
959,bleeding,Ghana,"(((LIVE))) Cervical Cancer: Bleeding after menopause is a sign of disease - Dr Kwaku Ansah -Opoku, Obstetrician &amp; G… https://t.co/cSb6Vh7pFu",0
960,bleeding,Basingstoke,Mum dying of cervical cancer was 'denied smear test despite bleeding after sex' https://t.co/kghziN5CS1,0
961,bleeding,London,Freedom of movement bleeding central and souther Europe dry https://t.co/iDOoN1YLaz,0
962,bleeding,golf stans & liv,u tweet this as im listening to bleeding love...,0
963,bleeding,Norfolk,Well done Boris. A statement of the bleeding obvious. BBC News - Harry and Meghan: Royal Family 'will… https://t.co/ERHVoiC7A3,0
964,bleeding,"Hollywood, Los Angeles",Bleeding Heart music video coming very soon. vicscover #bleedingheart #musicvideo #rocknroll #gothrock #cali… https://t.co/ClY1G7jCxk,0
965,bleeding,"Saki, Oyo State, Nigeria.",Bleeding Madras be that,0
966,bleeding,In transit,"The reference to bleeding-heart liberals who are too influenced by the ideology of....Rousseau, made me snort with… https://t.co/gZy2x2DJzb",0
967,bleeding,"Byron Bay, New South Wales","Glen says the bleeding obvious. I'm so over being labelled negative, pessimistic or a 'doomer' for telling the Godd… https://t.co/LgjxUglYVr",0
968,bleeding,Abu Dhabi,Post Malone - Hollywood's Bleeding ( Slowed To Perfection ) https://t.co/CSl6ELZQPi via,0
969,bleeding,,ICYMI: “Silence Surrounds Revelations of Mueller’s Collaboration with CIA Torture Program” - my new article on Guantanamo.…,0
970,bleeding,Houston TX,I’m confused about what her actual position is? If she’s criticizing the idea of putting tampon machines in the…,0
971,bleeding,Los Angeles CA,People are going bankrupt over medical debt. $12k a year minus the VAT won't put a dent in that. Let'… https://t.co/i31T5Kg5LE,0
972,bleeding,PH,my nose is bleeding too wtf 😭,1
973,bleeding,"Las Vegas, NV",Jojo or the outcome of that picture?,0
974,bleeding,,"SCMP: Ocean Park bailout plan by Hong Kong government will help fund attraction’s revival, not just ‘stop the bleeding’,…",0
975,bleeding,,But at Anfield we actually found out that the Roma scars were just lightly bandaged and they got opened up again to… https://t.co/6N2B90imv7,0
976,bleeding,,thank you 😭❤️ I don’t think it’s normal; I have had them before but they haven’t been like this. They… https://t.co/RFdUTZXZyx,0
977,bleeding,mumbai,For the 100th time A bandage around the head does not mean that the whole skull is broken 🙄 The bandage goes aroun… https://t.co/Ue9IkA2nra,0
978,bleeding,down under,nevermind my nose started bleeding,1
979,bleeding,,"Imagine being shot by your own government because you want #freedom!! It's hard to imagine right? I mean, we're #America…",0
980,bleeding,,I forgot my lip balm and now I’m holding a sleeping baby and my lips are dry and cracked and bleeding.,1
981,bleeding,,"Very sad and sorry state of Indian economy!! Government priority is to see ""Saffron color"" on indian map!!But not b… https://t.co/76Y13Dtrhw",0
982,bleeding,,Intravenous oxytocin reduces severe bleeding after vaginal delivery #NIHR signal .… https://t.co/c1lUmrOemD,0
983,bleeding,Hill Valley,It wont taste the same and like I’d...... die......which is fine but like..........I’d rather not die… https://t.co/X0lYw9QQxs,0
